"Station Name","ROUYN-NORANDA A"
"Province","QUEBEC"
"Current Station Operator","NAV Canada"
"Latitude","48.21"
"Longitude","-78.84"
"Elevation","301.10"
"Climate Identifier","7086719"
"WMO Identifier",""
"TC Identifier","YUY"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp","Temp Flag","Dew Point Temp","Dew Point Temp Flag","Rel Hum","Rel Hum Flag","Wind Dir","Wind Dir Flag","Wind Spd","Wind Spd Flag","Visibility","Visibility Flag","Stn Press","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-06-04 02:00","2018","06","04","02:00","12.4","","12.2","","98","","11","","13","","19.3","","96.62","","","","","","Drizzle"
"2018-06-04 03:00","2018","06","04","03:00","12.5","","12.3","","99","","15","","5","","12.9","","96.57","","","","","","Drizzle"
"2018-06-04 04:00","2018","06","04","04:00","12.6","","12.5","","99","","16","","7","","2.8","","96.55","","","","","","Drizzle"
"2018-06-04 05:00","2018","06","04","05:00","12.7","","12.7","","100","","16","","8","","1.2","","96.50","","","","","","Drizzle"
"2018-06-04 06:00","2018","06","04","06:00","12.9","","12.9","","100","","17","","8","","0.6","","96.47","","","","","","Drizzle,Fog"
"2018-06-04 07:00","2018","06","04","07:00","13.2","","13.2","","100","","21","","8","","2.4","","96.40","","","","","","Drizzle,Fog"
"2018-06-04 08:00","2018","06","04","08:00","13.9","","13.7","","99","","23","","10","","4.0","","96.34","","","","","","Drizzle,Fog"
"2018-06-04 09:00","2018","06","04","09:00","14.6","","13.6","","93","","25","","8","","16.1","","96.27","","","","","","NA"
"2018-06-04 10:00","2018","06","04","10:00","14.1","","13.3","","95","","29","","12","","4.0","","96.25","","","","","","Rain,Fog"
"2018-06-04 11:00","2018","06","04","11:00","13.7","","13.1","","96","","31","","10","","4.8","","96.21","","","","","","Rain,Fog"
"2018-06-04 12:00","2018","06","04","12:00","12.5","","11.6","","94","","28","","24","","4.8","","96.21","","","","","","Rain,Fog"
"2018-06-04 13:00","2018","06","04","13:00","11.5","","10.9","","96","","29","","18","","4.0","","96.24","","","","","","Rain Showers,Fog"
"2018-06-04 14:00","2018","06","04","14:00","11.6","","10.9","","96","","28","","12","","4.0","","96.27","","","","","","Rain Showers,Fog"
"2018-06-04 15:00","2018","06","04","15:00","10.8","","9.9","","95","","28","","23","","4.0","","96.30","","","","","","Rain Showers,Fog"
"2018-06-04 16:00","2018","06","04","16:00","11.0","","9.7","","92","","27","","16","","9.7","","96.33","","","","","","Fog"
"2018-06-04 17:00","2018","06","04","17:00","10.5","","9.5","","93","","29","","16","","12.9","","96.33","","","","","","Rain Showers"
"2018-06-04 18:00","2018","06","04","18:00","10.4","","9.5","","94","","29","","17","","9.7","","96.34","","","","","","Rain"
"2018-06-04 19:00","2018","06","04","19:00","10.2","","9.6","","96","","27","","14","","16.1","","96.36","","","","","","Rain"
"2018-06-04 20:00","2018","06","04","20:00","10.2","","9.5","","95","","27","","14","","24.1","","96.37","","","","","","NA"
"2018-06-04 21:00","2018","06","04","21:00","10.0","","9.5","","97","","28","","16","","4.0","","96.39","","","","","","Rain,Fog"
"2018-06-04 22:00","2018","06","04","22:00","9.9","","9.5","","97","","27","","13","","4.0","","96.36","","","","","","Rain,Fog"
"2018-06-04 23:00","2018","06","04","23:00","9.7","","9.4","","98","","28","","13","","4.0","","96.36","","","","","","Rain,Fog"
"2018-06-05 00:00","2018","06","05","00:00","9.5","","9.2","","99","","28","","14","","2.8","","96.34","","","","","","Drizzle,Fog"
"2018-06-05 01:00","2018","06","05","01:00","9.9","","9.4","","97","","35","","19","","4.0","","96.39","","","","","","Drizzle,Fog"
"2018-06-05 02:00","2018","06","05","02:00","9.0","","8.5","","97","","34","","17","","8.1","","96.44","","","","","","Drizzle"
"2018-06-05 03:00","2018","06","05","03:00","8.6","","7.9","","96","","1","","19","","8.1","","96.49","","","","","","Drizzle"
"2018-06-05 04:00","2018","06","05","04:00","8.0","","7.6","","97","","34","","15","","8.1","","96.54","","","","","","Drizzle"
"2018-06-05 05:00","2018","06","05","05:00","7.8","","7.2","","96","","36","","17","","4.8","","96.64","","","","","","Drizzle,Fog"
"2018-06-05 06:00","2018","06","05","06:00","7.6","","6.3","","92","","36","","24","","12.9","","96.70","","","","","","NA"
"2018-06-05 07:00","2018","06","05","07:00","7.1","","6.3","","95","","36","","13","","9.7","","96.79","","","","","","Drizzle,Fog"
"2018-06-05 08:00","2018","06","05","08:00","7.0","","6.3","","96","","1","","16","","8.1","","96.86","","","","","","Drizzle,Fog"
"2018-06-05 09:00","2018","06","05","09:00","7.6","","6.3","","92","","36","","13","","24.1","","96.90","","","","","","NA"
"2018-06-05 10:00","2018","06","05","10:00","7.9","","5.6","","85","","2","","21","","24.1","","96.99","","","","","","Cloudy"
"2018-06-05 11:00","2018","06","05","11:00","7.6","","6.4","","92","","36","","23","","8.1","","97.05","","","","","","Drizzle,Fog"
"2018-06-05 12:00","2018","06","05","12:00","7.3","","6.0","","91","","1","","28","","16.1","","97.14","","","","","","NA"
"2018-06-05 13:00","2018","06","05","13:00","8.1","","5.8","","86","","2","","19","","24.1","","97.19","","","","","","Cloudy"
"2018-06-05 14:00","2018","06","05","14:00","9.1","","5.6","","79","","4","","25","","24.1","","97.24","","","","","","NA"
"2018-06-05 15:00","2018","06","05","15:00","9.4","","5.9","","79","","2","","18","","24.1","","97.33","","","","","","NA"
"2018-06-05 16:00","2018","06","05","16:00","9.2","","5.7","","79","","3","","14","","24.1","","97.41","","","","","","Cloudy"
"2018-06-05 17:00","2018","06","05","17:00","9.7","","5.3","","74","","2","","15","","24.1","","97.44","","","","","","NA"
"2018-06-05 18:00","2018","06","05","18:00","10.3","","5.4","","72","","2","","16","","24.1","","97.51","","","","","","NA"
"2018-06-05 19:00","2018","06","05","19:00","10.8","","5.0","","67","","3","","16","","24.1","","97.52","","","","","","Mainly Clear"
"2018-06-05 20:00","2018","06","05","20:00","9.4","","5.2","","75","","36","","8","","24.1","","97.56","","","","","","NA"
"2018-06-05 21:00","2018","06","05","21:00","8.6","","5.2","","79","","34","","7","","24.1","","97.61","","","","","","NA"
"2018-06-05 22:00","2018","06","05","22:00","5.0","","4.3","","96","","36","","1","","24.1","","97.61","","","","","","Mainly Clear"
"2018-06-05 23:00","2018","06","05","23:00","3.1","","2.4","","95","","36","","2","","24.1","","97.65","","","","","","NA"
"2018-06-06 00:00","2018","06","06","00:00","2.1","","1.3","","95","","36","","1","","24.1","","97.66","","","","","","NA"
"2018-06-06 01:00","2018","06","06","01:00","1.4","","0.9","","96","","8","","4","","24.1","","97.66","","","","","","Clear"
"2018-06-06 02:00","2018","06","06","02:00","0.5","","0.0","","97","","36","","3","","24.1","","97.65","","","","","","NA"
"2018-06-06 03:00","2018","06","06","03:00","0.3","","-0.4","","95","","","","0","","24.1","","97.69","","","","","","NA"
"2018-06-06 04:00","2018","06","06","04:00","-0.6","","-1.1","","96","","","","0","","24.1","","97.72","","","","","","Mainly Clear"
"2018-06-06 05:00","2018","06","06","05:00","1.6","","1.0","","96","","1","","4","","24.1","","97.77","","","","","","NA"
"2018-06-06 06:00","2018","06","06","06:00","4.6","","3.9","","96","","36","","1","","24.1","","97.76","","","","","","NA"
"2018-06-06 07:00","2018","06","06","07:00","8.6","","5.8","","83","","36","","3","","24.1","","97.74","","","","","","Mainly Clear"
"2018-06-06 08:00","2018","06","06","08:00","12.9","","7.2","","68","","34","","4","","24.1","","97.80","","","","","","NA"
"2018-06-06 09:00","2018","06","06","09:00","15.6","","5.5","","51","","3","","13","","24.1","","97.82","","","","","","NA"
"2018-06-06 10:00","2018","06","06","10:00","16.0","","5.3","","49","","35","","4","","24.1","","97.75","","","","","","Mostly Cloudy"
"2018-06-06 11:00","2018","06","06","11:00","16.2","","5.0","","47","","25","","9","","24.1","","97.76","","","","","","NA"
"2018-06-06 12:00","2018","06","06","12:00","18.1","","4.7","","41","","25","","14","","24.1","","97.70","","","","","","NA"
"2018-06-06 13:00","2018","06","06","13:00","18.9","","3.8","","37","","32","","12","","24.1","","97.68","","","","","","Mostly Cloudy"
"2018-06-06 14:00","2018","06","06","14:00","19.4","","5.6","","40","","23","","11","","24.1","","97.57","","","","","","NA"
"2018-06-06 15:00","2018","06","06","15:00","18.9","","3.5","","36","","24","","7","","24.1","","97.55","","","","","","NA"
"2018-06-06 16:00","2018","06","06","16:00","18.6","","4.1","","38","","27","","13","","24.1","","97.53","","","","","","Mostly Cloudy"
"2018-06-06 17:00","2018","06","06","17:00","17.4","","5.6","","46","","26","","12","","24.1","","97.55","","","","","","NA"
"2018-06-06 18:00","2018","06","06","18:00","17.1","","7.4","","52","","24","","11","","24.1","","97.51","","","","","","NA"
"2018-06-06 19:00","2018","06","06","19:00","16.1","","7.0","","54","","23","","9","","24.1","","97.51","","","","","","Mostly Cloudy"
"2018-06-06 20:00","2018","06","06","20:00","15.1","","7.2","","59","","18","","10","","24.1","","97.46","","","","","","NA"
"2018-06-06 21:00","2018","06","06","21:00","14.1","","6.9","","62","","24","","6","","24.1","","97.44","","","","","","NA"
"2018-06-06 22:00","2018","06","06","22:00","13.7","","6.8","","63","","20","","8","","24.1","","97.44","","","","","","Cloudy"
"2018-06-06 23:00","2018","06","06","23:00","13.8","","5.6","","58","","19","","11","","24.1","","97.45","","","","","","NA"
"2018-06-07 00:00","2018","06","07","00:00","13.4","","6.9","","65","","19","","13","","24.1","","97.40","","","","","","NA"
"2018-06-07 01:00","2018","06","07","01:00","13.0","","9.1","","77","","20","","12","","24.1","","97.41","","","","","","Cloudy"
"2018-06-07 02:00","2018","06","07","02:00","12.5","","9.8","","83","","21","","15","","24.1","","97.44","","","","","","NA"
"2018-06-07 03:00","2018","06","07","03:00","11.7","","10.3","","91","","20","","15","","24.1","","97.44","","","","","","NA"
"2018-06-07 04:00","2018","06","07","04:00","11.4","","9.9","","90","","21","","15","","24.1","","97.45","","","","","","Cloudy"
"2018-06-07 05:00","2018","06","07","05:00","11.1","","9.3","","89","","22","","16","","24.1","","97.48","","","","","","NA"
"2018-06-07 06:00","2018","06","07","06:00","11.6","","9.2","","85","","23","","16","","24.1","","97.52","","","","","","NA"
"2018-06-07 07:00","2018","06","07","07:00","13.0","","9.7","","80","","25","","18","","24.1","","97.54","","","","","","Mostly Cloudy"
"2018-06-07 08:00","2018","06","07","08:00","13.1","","9.5","","79","","25","","22","","24.1","","97.59","","","","","","NA"
"2018-06-07 09:00","2018","06","07","09:00","13.4","","9.9","","79","","24","","20","","24.1","","97.62","","","","","","NA"
"2018-06-07 10:00","2018","06","07","10:00","12.6","","10.5","","87","","26","","19","","16.1","","97.67","","","","","","Drizzle"
"2018-06-07 11:00","2018","06","07","11:00","12.6","","10.8","","89","","25","","17","","16.1","","97.74","","","","","","Drizzle"
"2018-06-07 12:00","2018","06","07","12:00","13.8","","12.1","","89","","26","","13","","19.3","","97.76","","","","","","Drizzle"
"2018-06-07 13:00","2018","06","07","13:00","14.1","","11.9","","87","","27","","14","","24.1","","97.85","","","","","","Drizzle"
"2018-06-07 14:00","2018","06","07","14:00","16.4","","9.9","","65","","31","","12","","24.1","","97.90","","","","","","NA"
"2018-06-07 15:00","2018","06","07","15:00","15.1","","9.0","","66","","31","","18","","24.1","","97.98","","","","","","NA"
"2018-06-07 16:00","2018","06","07","16:00","16.2","","9.0","","62","","29","","15","","24.1","","98.02","","","","","","Mostly Cloudy"
"2018-06-07 17:00","2018","06","07","17:00","17.2","","8.3","","55","","32","","11","","24.1","","98.06","","","","","","NA"
"2018-06-07 18:00","2018","06","07","18:00","16.8","","7.6","","54","","32","","20","","24.1","","98.12","","","","","","NA"
"2018-06-07 19:00","2018","06","07","19:00","14.7","","7.9","","64","","35","","13","","24.1","","98.20","","","","","","Mainly Clear"
"2018-06-07 20:00","2018","06","07","20:00","13.9","","8.1","","68","","1","","8","","24.1","","98.29","","","","","","NA"
"2018-06-07 21:00","2018","06","07","21:00","11.2","","8.1","","81","","36","","2","","24.1","","98.35","","","","","","NA"
"2018-06-07 22:00","2018","06","07","22:00","9.7","","7.8","","88","","36","","1","","24.1","","98.38","","","","","","Mostly Cloudy"
"2018-06-07 23:00","2018","06","07","23:00","8.1","","6.8","","92","","36","","1","","24.1","","98.41","","","","","","NA"
"2018-06-08 00:00","2018","06","08","00:00","7.7","","6.8","","94","","2","","5","","24.1","","98.46","","","","","","NA"
"2018-06-08 01:00","2018","06","08","01:00","4.6","","3.8","","94","","36","","2","","24.1","","98.50","","","","","","Clear"
"2018-06-08 02:00","2018","06","08","02:00","4.2","","3.4","","94","","36","","3","","24.1","","98.51","","","","","","NA"
"2018-06-08 03:00","2018","06","08","03:00","2.7","","2.1","","96","","36","","2","","24.1","","98.53","","","","","","NA"
"2018-06-08 04:00","2018","06","08","04:00","1.3","","0.8","","97","","36","","1","","8.1","","98.56","","","","","","Clear"
"2018-06-08 05:00","2018","06","08","05:00","2.0","","1.9","","99","","","","0","","9.7","","98.59","","","","","","NA"
"2018-06-08 06:00","2018","06","08","06:00","6.7","","6.2","","97","","36","","1","","24.1","","98.62","","","","","","NA"
"2018-06-08 07:00","2018","06","08","07:00","11.2","","8.1","","81","","24","","8","","24.1","","98.71","","","","","","Mainly Clear"
"2018-06-08 08:00","2018","06","08","08:00","12.9","","8.2","","73","","25","","4","","24.1","","98.72","","","","","","NA"
"2018-06-08 09:00","2018","06","08","09:00","17.2","","8.0","","54","","31","","12","","24.1","","98.70","","","","","","NA"
"2018-06-08 10:00","2018","06","08","10:00","16.0","","6.3","","52","","27","","20","","24.1","","98.68","","","","","","Mostly Cloudy"
"2018-06-08 11:00","2018","06","08","11:00","18.3","","7.5","","49","","24","","26","","24.1","","98.55","","","","","","NA"
"2018-06-08 12:00","2018","06","08","12:00","19.4","","7.5","","46","","25","","28","","24.1","","98.50","","","","","","NA"
"2018-06-08 13:00","2018","06","08","13:00","20.3","","8.3","","46","","28","","20","","24.1","","98.44","","","","","","Mostly Cloudy"
"2018-06-08 14:00","2018","06","08","14:00","21.9","","8.5","","42","","29","","15","","24.1","","98.38","","","","","","NA"
"2018-06-08 15:00","2018","06","08","15:00","21.0","","5.8","","37","","32","","27","","24.1","","98.38","","","","","","NA"
"2018-06-08 16:00","2018","06","08","16:00","19.7","","7.2","","44","","36","","24","","24.1","","98.43","","","","","","Mostly Cloudy"
"2018-06-08 17:00","2018","06","08","17:00","21.5","","6.0","","36","","34","","20","","24.1","","98.39","","","","","","NA"
"2018-06-08 18:00","2018","06","08","18:00","19.9","","7.6","","44","","4","","17","","24.1","","98.41","","","","","","NA"
"2018-06-08 19:00","2018","06","08","19:00","19.1","","6.9","","45","","4","","5","","24.1","","98.42","","","","","","Mainly Clear"
"2018-06-08 20:00","2018","06","08","20:00","16.0","","8.1","","59","","6","","6","","24.1","","98.45","","","","","","NA"
"2018-06-08 21:00","2018","06","08","21:00","13.0","","8.4","","74","","8","","6","","24.1","","98.52","","","","","","NA"
"2018-06-08 22:00","2018","06","08","22:00","9.8","","7.6","","86","","8","","7","","24.1","","98.58","","","","","","Clear"
"2018-06-08 23:00","2018","06","08","23:00","10.9","","5.6","","69","","5","","9","","24.1","","98.67","","","","","","NA"
"2018-06-09 00:00","2018","06","09","00:00","10.3","","4.0","","65","","5","","10","","24.1","","98.72","","","","","","NA"
"2018-06-09 01:00","2018","06","09","01:00","8.8","","2.9","","66","","3","","5","","24.1","","98.75","","","","","","Mainly Clear"
"2018-06-09 02:00","2018","06","09","02:00","6.3","","2.8","","78","","3","","5","","24.1","","98.78","","","","","","NA"
"2018-06-09 03:00","2018","06","09","03:00","3.4","","1.3","","86","","8","","3","","24.1","","98.78","","","","","","NA"
"2018-06-09 04:00","2018","06","09","04:00","1.5","","0.0","","90","","36","","1","","24.1","","98.83","","","","","","Mainly Clear"
"2018-06-09 05:00","2018","06","09","05:00","1.4","","-0.1","","90","","36","","1","","24.1","","98.85","","","","","","NA"
"2018-06-09 06:00","2018","06","09","06:00","6.8","","2.8","","76","","36","","2","","24.1","","98.90","","","","","","NA"
"2018-06-09 07:00","2018","06","09","07:00","10.5","","-0.5","","46","","3","","9","","24.1","","98.91","","","","","","Mainly Clear"
"2018-06-09 08:00","2018","06","09","08:00","12.8","","-0.8","","39","","1","","4","","24.1","","98.96","","","","","","NA"
"2018-06-09 09:00","2018","06","09","09:00","14.5","","-0.5","","35","","34","","10","","24.1","","98.90","","","","","","NA"
"2018-06-09 10:00","2018","06","09","10:00","16.1","","0.5","","34","","34","","18","","24.1","","98.86","","","","","","Mainly Clear"
"2018-06-09 11:00","2018","06","09","11:00","16.7","","0.8","","34","","2","","13","","24.1","","98.82","","","","","","NA"
"2018-06-09 12:00","2018","06","09","12:00","17.6","","0.8","","32","","3","","17","","24.1","","98.80","","","","","","NA"
"2018-06-09 13:00","2018","06","09","13:00","18.1","","0.6","","30","","1","","13","","24.1","","98.76","","","","","","Clear"
"2018-06-09 14:00","2018","06","09","14:00","18.8","","1.2","","30","","33","","24","","24.1","","98.72","","","","","","NA"
"2018-06-09 15:00","2018","06","09","15:00","19.5","","1.4","","30","","32","","20","","24.1","","98.65","","","","","","NA"
"2018-06-09 16:00","2018","06","09","16:00","19.5","","1.1","","29","","30","","10","","24.1","","98.62","","","","","","Mainly Clear"
"2018-06-09 17:00","2018","06","09","17:00","19.8","","1.3","","29","","2","","8","","24.1","","98.59","","","","","","NA"
"2018-06-09 18:00","2018","06","09","18:00","19.3","","2.6","","33","","35","","8","","24.1","","98.57","","","","","","NA"
"2018-06-09 19:00","2018","06","09","19:00","18.7","","1.7","","32","","2","","13","","24.1","","98.57","","","","","","Mostly Cloudy"
"2018-06-09 20:00","2018","06","09","20:00","16.5","","2.1","","38","","3","","7","","24.1","","98.60","","","","","","NA"
"2018-06-09 21:00","2018","06","09","21:00","12.3","","4.9","","61","","5","","5","","24.1","","98.64","","","","","","NA"
"2018-06-09 22:00","2018","06","09","22:00","10.0","","3.9","","66","","4","","7","","24.1","","98.66","","","","","","Clear"
"2018-06-09 23:00","2018","06","09","23:00","10.8","","1.0","","50","","6","","8","","24.1","","98.65","","","","","","NA"
"2018-06-10 00:00","2018","06","10","00:00","7.7","","2.2","","68","","6","","3","","24.1","","98.63","","","","","","NA"
"2018-06-10 01:00","2018","06","10","01:00","5.1","","2.2","","81","","36","","2","","24.1","","98.66","","","","","","Clear"
"2018-06-10 02:00","2018","06","10","02:00","3.7","","1.5","","85","","36","","3","","24.1","","98.67","","","","","","NA"
"2018-06-10 03:00","2018","06","10","03:00","2.5","","0.1","","84","","36","","2","","24.1","","98.66","","","","","","NA"
"2018-06-10 04:00","2018","06","10","04:00","2.2","","0.4","","87","","5","","5","","24.1","","98.68","","","","","","Mainly Clear"
"2018-06-10 05:00","2018","06","10","05:00","3.2","","0.8","","84","","36","","3","","24.1","","98.72","","","","","","NA"
"2018-06-10 06:00","2018","06","10","06:00","7.0","","1.0","","65","","6","","4","","24.1","","98.75","","","","","","NA"
"2018-06-10 07:00","2018","06","10","07:00","10.2","","1.3","","54","","2","","4","","24.1","","98.80","","","","","","Mainly Clear"
"2018-06-10 08:00","2018","06","10","08:00","12.4","","1.1","","46","","34","","3","","24.1","","98.83","","","","","","NA"
"2018-06-10 09:00","2018","06","10","09:00","14.6","","-2.0","","32","","36","","9","","24.1","","98.74","","","","","","NA"
"2018-06-10 10:00","2018","06","10","10:00","15.8","","-1.7","","30","","5","","12","","24.1","","98.72","","","","","","Mainly Clear"
"2018-06-10 11:00","2018","06","10","11:00","17.4","","-0.2","","30","","4","","19","","24.1","","98.67","","","","","","NA"
"2018-06-10 12:00","2018","06","10","12:00","18.9","","-3.4","","22","","4","","15","","24.1","","98.61","","","","","","NA"
"2018-06-10 13:00","2018","06","10","13:00","18.9","","-2.2","","24","","2","","16","","24.1","","98.56","","","","","","Mainly Clear"
"2018-06-10 14:00","2018","06","10","14:00","20.0","","-3.2","","20","","7","","16","","24.1","","98.52","","","","","","NA"
"2018-06-10 15:00","2018","06","10","15:00","20.8","","-2.1","","21","","35","","11","","24.1","","98.48","","","","","","NA"
"2018-06-10 16:00","2018","06","10","16:00","21.5","","-2.3","","20","","3","","15","","24.1","","98.42","","","","","","Clear"
"2018-06-10 17:00","2018","06","10","17:00","21.0","","-2.6","","20","","5","","9","","24.1","","98.38","","","","","","NA"
"2018-06-10 18:00","2018","06","10","18:00","20.5","","-1.7","","22","","5","","12","","24.1","","98.36","","","","","","NA"
"2018-06-10 19:00","2018","06","10","19:00","19.6","","0.2","","27","","4","","13","","24.1","","98.39","","","","","","Mainly Clear"
"2018-06-10 20:00","2018","06","10","20:00","16.2","","1.0","","36","","6","","12","","24.1","","98.41","","","","","","NA"
"2018-06-10 21:00","2018","06","10","21:00","12.9","","2.7","","50","","7","","5","","24.1","","98.44","","","","","","NA"
"2018-06-10 22:00","2018","06","10","22:00","9.0","","3.5","","69","","6","","4","","24.1","","98.48","","","","","","Clear"
"2018-06-10 23:00","2018","06","10","23:00","9.8","","0.5","","52","","7","","5","","24.1","","98.49","","","","","","NA"
"2018-06-11 00:00","2018","06","11","00:00","6.3","","1.8","","73","","36","","1","","24.1","","98.52","","","","","","NA"
"2018-06-11 01:00","2018","06","11","01:00","3.8","","0.3","","78","","36","","1","","24.1","","98.51","","","","","","Clear"
"2018-06-11 02:00","2018","06","11","02:00","3.0","","0.4","","83","","36","","2","","24.1","","98.53","","","","","","NA"
"2018-06-11 03:00","2018","06","11","03:00","2.0","","-0.3","","85","","36","","3","","24.1","","98.55","","","","","","NA"
"2018-06-11 04:00","2018","06","11","04:00","1.5","","-0.2","","88","","36","","3","","24.1","","98.57","","","","","","Clear"
"2018-06-11 05:00","2018","06","11","05:00","2.6","","0.4","","85","","36","","3","","24.1","","98.59","","","","","","NA"
"2018-06-11 06:00","2018","06","11","06:00","7.6","","2.1","","68","","7","","5","","24.1","","98.65","","","","","","NA"
"2018-06-11 07:00","2018","06","11","07:00","13.1","","3.5","","52","","36","","2","","24.1","","98.65","","","","","","Clear"
"2018-06-11 08:00","2018","06","11","08:00","16.3","","2.8","","40","","23","","8","","24.1","","98.69","","","","","","NA"
"2018-06-11 09:00","2018","06","11","09:00","17.3","","0.6","","32","","24","","5","","24.1","","98.73","","","","","","NA"
"2018-06-11 10:00","2018","06","11","10:00","18.1","","0.4","","30","","36","","1","","24.1","","98.66","","","","","","Mostly Cloudy"
"2018-06-11 11:00","2018","06","11","11:00","19.1","","0.2","","28","","19","","5","","24.1","","98.63","","","","","","NA"
"2018-06-11 12:00","2018","06","11","12:00","20.6","","0.3","","25","","1","","9","","24.1","","98.58","","","","","","NA"
"2018-06-11 13:00","2018","06","11","13:00","21.4","","2.4","","28","","30","","10","","24.1","","98.49","","","","","","Mainly Clear"
"2018-06-11 14:00","2018","06","11","14:00","21.6","","0.8","","25","","28","","9","","24.1","","98.39","","","","","","NA"
"2018-06-11 15:00","2018","06","11","15:00","22.6","","1.5","","25","","29","","12","","24.1","","98.29","","","","","","NA"
"2018-06-11 16:00","2018","06","11","16:00","22.4","","0.2","","23","","28","","5","","24.1","","98.22","","","","","","Mostly Cloudy"
"2018-06-11 17:00","2018","06","11","17:00","22.6","","-0.6","","21","","34","","10","","24.1","","98.23","","","","","","NA"
"2018-06-11 18:00","2018","06","11","18:00","21.1","","3.9","","32","","26","","5","","24.1","","98.19","","","","","","NA"
"2018-06-11 19:00","2018","06","11","19:00","19.9","","2.6","","31","","22","","5","","24.1","","98.15","","","","","","Mostly Cloudy"
"2018-06-11 20:00","2018","06","11","20:00","16.5","","7.4","","55","","21","","7","","24.1","","98.15","","","","","","NA"
"2018-06-11 21:00","2018","06","11","21:00","16.0","","4.8","","47","","18","","10","","24.1","","98.16","","","","","","NA"
"2018-06-11 22:00","2018","06","11","22:00","12.7","","4.9","","59","","20","","4","","24.1","","98.13","","","","","","Mainly Clear"
"2018-06-11 23:00","2018","06","11","23:00","12.9","","3.6","","53","","36","","3","","24.1","","98.11","","","","","","NA"
"2018-06-12 00:00","2018","06","12","00:00","11.1","","3.7","","60","","20","","6","","24.1","","98.07","","","","","","NA"
"2018-06-12 01:00","2018","06","12","01:00","13.2","","3.5","","52","","22","","13","","24.1","","97.99","","","","","","Mainly Clear"
"2018-06-12 02:00","2018","06","12","02:00","12.8","","4.6","","57","","22","","10","","24.1","","97.96","","","","","","NA"
"2018-06-12 03:00","2018","06","12","03:00","11.9","","5.1","","63","","24","","11","","24.1","","97.94","","","","","","NA"
"2018-06-12 04:00","2018","06","12","04:00","11.0","","5.1","","67","","24","","10","","24.1","","97.95","","","","","","Mainly Clear"
"2018-06-12 05:00","2018","06","12","05:00","12.3","","6.2","","66","","23","","16","","24.1","","98.01","","","","","","NA"
"2018-06-12 06:00","2018","06","12","06:00","14.5","","6.8","","60","","23","","12","","24.1","","98.01","","","","","","NA"
"2018-06-12 07:00","2018","06","12","07:00","17.2","","6.9","","50","","25","","16","","24.1","","97.99","","","","","","Mainly Clear"
"2018-06-12 08:00","2018","06","12","08:00","19.2","","6.0","","42","","26","","22","","24.1","","97.93","","","","","","NA"
"2018-06-12 09:00","2018","06","12","09:00","20.8","","6.5","","39","","24","","18","","24.1","","97.86","","","","","","NA"
"2018-06-12 10:00","2018","06","12","10:00","22.4","","6.3","","35","","24","","22","","24.1","","97.76","","","","","","Mostly Cloudy"
"2018-06-12 11:00","2018","06","12","11:00","23.8","","6.5","","32","","24","","28","","24.1","","97.63","","","","","","NA"
"2018-06-12 12:00","2018","06","12","12:00","23.4","","6.3","","33","","26","","26","","24.1","","97.60","","","","","","NA"
"2018-06-12 13:00","2018","06","12","13:00","22.9","","8.4","","39","","24","","23","","24.1","","97.54","","","","","","Mostly Cloudy"
"2018-06-12 14:00","2018","06","12","14:00","25.0","","8.2","","34","","26","","21","","24.1","","97.51","","25","","","","NA"
"2018-06-12 15:00","2018","06","12","15:00","26.5","","6.5","","28","","25","","34","","24.1","","97.45","","26","","","","NA"
"2018-06-12 16:00","2018","06","12","16:00","26.4","","7.0","","29","","25","","30","","24.1","","97.38","","26","","","","Mostly Cloudy"
"2018-06-12 17:00","2018","06","12","17:00","26.6","","7.5","","29","","25","","29","","24.1","","97.34","","27","","","","NA"
"2018-06-12 18:00","2018","06","12","18:00","24.9","","7.9","","33","","26","","18","","24.1","","97.30","","25","","","","NA"
"2018-06-12 19:00","2018","06","12","19:00","24.5","","9.0","","37","","25","","17","","24.1","","97.27","","25","","","","Mostly Cloudy"
"2018-06-12 20:00","2018","06","12","20:00","21.9","","10.5","","48","","23","","10","","24.1","","97.25","","","","","","NA"
"2018-06-12 21:00","2018","06","12","21:00","21.2","","10.9","","51","","25","","10","","24.1","","97.24","","","","","","NA"
"2018-06-12 22:00","2018","06","12","22:00","22.5","","10.3","","45","","35","","7","","24.1","","97.26","","","","","","Cloudy"
"2018-06-12 23:00","2018","06","12","23:00","20.9","","11.1","","53","","17","","6","","24.1","","97.25","","","","","","NA"
"2018-06-13 00:00","2018","06","13","00:00","20.0","","10.8","","55","","20","","10","","24.1","","97.19","","","","","","NA"
"2018-06-13 01:00","2018","06","13","01:00","19.1","","11.4","","61","","24","","8","","24.1","","97.19","","","","","","Rain Showers"
"2018-06-13 02:00","2018","06","13","02:00","18.6","","12.2","","66","","26","","10","","24.1","","97.16","","","","","","NA"
"2018-06-13 03:00","2018","06","13","03:00","16.5","","13.8","","84","","7","","7","","24.1","","97.11","","","","","","NA"
"2018-06-13 04:00","2018","06","13","04:00","16.8","","13.4","","81","","17","","5","","24.1","","97.07","","","","","","Mostly Cloudy"
