"Station Name","ROUYN-NORANDA A"
"Province","QUEBEC"
"Current Station Operator","NAV Canada"
"Latitude","48.21"
"Longitude","-78.84"
"Elevation","301.10"
"Climate Identifier","7086719"
"WMO Identifier",""
"TC Identifier","YUY"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp","Temp Flag","Dew Point Temp","Dew Point Temp Flag","Rel Hum","Rel Hum Flag","Wind Dir","Wind Dir Flag","Wind Spd","Wind Spd Flag","Visibility","Visibility Flag","Stn Press","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2018-06-03 03:00","2018","06","03","03:00","8.0","","-2.2","","48","","9","","13","","24.1","","98.12","","","","","","NA"
"2018-06-03 04:00","2018","06","03","04:00","6.5","","-1.3","","57","","4","","4","","24.1","","98.09","","","","","","Mainly Clear"
"2018-06-03 05:00","2018","06","03","05:00","5.6","","-1.9","","58","","7","","7","","24.1","","98.08","","","","","","NA"
"2018-06-03 06:00","2018","06","03","06:00","8.8","","-1.2","","50","","11","","14","","24.1","","98.03","","","","","","NA"
"2018-06-03 07:00","2018","06","03","07:00","11.4","","-0.1","","45","","15","","15","","24.1","","98.04","","","","","","Mainly Clear"
"2018-06-03 08:00","2018","06","03","08:00","15.8","","-0.2","","34","","13","","17","","24.1","","97.97","","","","","","NA"
"2018-06-03 09:00","2018","06","03","09:00","18.1","","1.2","","32","","17","","19","","24.1","","97.90","","","","","","NA"
"2018-06-03 10:00","2018","06","03","10:00","19.8","","2.5","","31","","17","","15","","24.1","","97.83","","","","","","Clear"
"2018-06-03 11:00","2018","06","03","11:00","21.3","","1.9","","27","","18","","13","","24.1","","97.72","","","","","","NA"
"2018-06-03 12:00","2018","06","03","12:00","23.1","","-0.4","","21","","13","","22","","24.1","","97.59","","","","","","NA"
"2018-06-03 13:00","2018","06","03","13:00","23.7","","-0.8","","19","","13","","30","","24.1","","97.49","","","","","","Mainly Clear"
"2018-06-03 14:00","2018","06","03","14:00","24.9","","1.1","","21","","12","","26","","24.1","","97.35","","","","","","NA"
"2018-06-03 15:00","2018","06","03","15:00","24.3","","1.2","","22","","13","","25","","24.1","","97.23","","","","","","NA"
"2018-06-03 16:00","2018","06","03","16:00","24.0","","1.1","","22","","17","","26","","24.1","","97.15","","","","","","Mostly Cloudy"
"2018-06-03 17:00","2018","06","03","17:00","23.6","","1.6","","23","","14","","15","","24.1","","97.09","","","","","","NA"
"2018-06-03 18:00","2018","06","03","18:00","22.4","","2.2","","26","","13","","13","","24.1","","97.08","","","","","","NA"
"2018-06-03 19:00","2018","06","03","19:00","20.5","","5.8","","38","","19","","12","","19.3","","97.10","","","","","","Rain"
"2018-06-03 20:00","2018","06","03","20:00","14.2","","12.6","","90","","19","","18","","6.4","","97.19","","","","","","Rain"
"2018-06-03 21:00","2018","06","03","21:00","13.0","","12.2","","95","","17","","17","","9.7","","97.19","","","","","","Rain,Drizzle"
"2018-06-03 22:00","2018","06","03","22:00","12.7","","12.1","","96","","11","","10","","80.5","","97.08","","","","","","Rain,Drizzle"
"2018-06-03 23:00","2018","06","03","23:00","12.6","","12.2","","97","","9","","14","","12.9","","96.94","","","","","","Rain"
"2018-06-04 00:00","2018","06","04","00:00","12.3","","11.8","","97","","12","","12","","19.3","","96.83","","","","","","Rain"
"2018-06-04 01:00","2018","06","04","01:00","12.2","","11.8","","97","","12","","6","","19.3","","96.71","","","","","","Drizzle"
